Wall time,Step,Value
1767618245.4251559,12096,6.964630603790283
1767618245.8295262,12192,6.942899227142334
1767618247.078918,12480,6.900749683380127
1767618247.5065186,12576,6.909484386444092
1767618250.2803004,13248,6.9361371994018555
1767618251.0896893,13440,6.913858890533447
1767618251.9670002,13632,6.891392230987549
1767618252.4012256,13728,6.903598785400391
1767618252.83302,13824,6.911809921264648
1767618253.254597,13920,6.923504829406738
1767618254.9375825,14304,6.942346096038818
1767618255.776036,14496,6.918020725250244
1767618257.0253305,14784,6.923095226287842
1767618257.4474218,14880,6.941134452819824
1767618257.8625507,14976,6.926089763641357
1767618260.006021,15168,6.886388301849365
1767618260.3483746,15264,6.87782096862793
1767618260.7355351,15360,6.880534648895264
1767618262.0541887,15648,6.8623504638671875
1767618262.864577,15840,6.859074592590332
1767618263.2388852,15936,6.85479211807251
1767618263.9124982,16128,6.888374328613281
1767618264.3175142,16224,6.870693206787109
1767618265.6134958,16512,6.8759613037109375
1767618267.6831589,16992,6.952409267425537
1767618268.105359,17088,6.950882911682129
1767618268.528416,17184,6.936786651611328
1767618269.3883612,17376,6.945642471313477
1767618270.625407,17664,6.994210243225098
1767618271.4358132,17856,7.03690242767334
1767618271.84937,17952,7.058328151702881
1767618272.6662133,18144,7.0538787841796875
1767618273.4918325,18336,7.087274074554443
1767618273.9128497,18432,7.0631842613220215
1767618276.8836646,19104,7.087563514709473
1767618280.253545,19872,7.06859827041626
1767618280.669865,19968,7.067537784576416
1767618282.8532643,20064,7.074447154998779
1767618284.515811,20448,7.0658111572265625
1767618285.7950513,20736,7.058700084686279
1767618287.0557773,21024,7.036672115325928
1767618287.473675,21120,7.007828235626221
1767618288.7600615,21408,6.9844465255737305
1767618289.1948845,21504,7.011007785797119
1767618290.0371165,21696,7.023085117340088
1767618290.374649,21792,7.038398265838623
1767618290.7134337,21888,7.044267654418945
1767618291.5215206,22080,7.049936294555664
1767618292.714006,22368,7.03005838394165
1767618293.1321855,22464,7.013740062713623
1767618293.5403564,22560,7.026477336883545
1767618294.716182,22848,6.995738506317139
1767618295.9867363,23136,6.968264102935791
1767618298.1085136,23616,7.003896236419678
1767618298.953204,23808,7.020750522613525
1767618299.8007362,24000,7.006655216217041
1767618300.226358,24096,7.009751319885254
1767618302.406389,24576,6.979832172393799
1767618303.7206573,24864,7.026773929595947
1767618304.1713884,24960,7.024081707000732
1767618305.936332,25056,7.019651889801025
1767618306.3744516,25152,7.042112350463867
1767618307.2296064,25344,7.052402019500732
1767618308.9278498,25728,7.1047282218933105
1767618309.782187,25920,7.095763683319092
1767618310.6517289,26112,7.092930316925049
1767618311.473045,26304,7.100772380828857
1767618313.6569839,26784,7.09227180480957
1767618314.5550325,26976,7.1141357421875
1767618316.3230221,27360,7.07557487487793
1767618318.5389004,27840,7.117705821990967
1767618319.3967159,28032,7.107487678527832
1767618319.8212993,28128,7.120209693908691
1767618321.607723,28608,7.147361755371094
1767618321.9758346,28704,7.149611949920654
1767618322.3303978,28800,7.160941123962402
1767618323.0349758,28992,7.19573450088501
1767618323.3878968,29088,7.1727375984191895
1767618323.741456,29184,7.178577423095703
1767618325.136524,29568,7.138515472412109
1767618325.4858475,29664,7.127841472625732
1767618326.183709,29856,7.137986183166504
1767618328.6939976,30144,7.070988178253174
1767618330.398038,30528,7.079991340637207
1767618330.7889588,30624,7.085183143615723
1767618331.1579258,30720,7.117097854614258
1767618331.5757148,30816,7.126286506652832
1767618332.4232247,31008,7.097681045532227
1767618333.6151533,31296,7.111429691314697
1767618334.013423,31392,7.117265701293945
1767618334.463317,31488,7.115721702575684
1767618335.7795007,31776,7.16738224029541
1767618336.2202213,31872,7.1992716789245605
1767618337.0773947,32064,7.20095682144165
1767618339.5520747,32640,7.226059913635254
1767618340.4084299,32832,7.2046589851379395
1767618341.6833398,33120,7.129546165466309
1767618342.1182985,33216,7.141269207000732
1767618342.964788,33408,7.183406352996826
1767618343.377526,33504,7.18388557434082
1767618345.255083,33984,7.167871952056885
1767618345.5942137,34080,7.1671013832092285
1767618346.292252,34272,7.186588287353516
1767618346.9768026,34464,7.198415756225586
1767618347.3217547,34560,7.197885990142822
1767618347.6595244,34656,7.22063684463501
1767618348.722156,34944,7.23183012008667
1767618350.2206879,35040,7.269961357116699
1767618351.2574286,35328,7.318525314331055
1767618351.5921454,35424,7.323841571807861
1767618352.2718797,35616,7.3325324058532715
1767618352.6104655,35712,7.338169574737549
1767618353.3084824,35904,7.328104496002197
1767618354.659883,36288,7.351524353027344
1767618355.0074985,36384,7.363705635070801
1767618355.3507292,36480,7.360921382904053
1767618356.0312905,36672,7.37481164932251
1767618356.3831706,36768,7.377671718597412
1767618357.7573419,37152,7.42274808883667
1767618358.0943441,37248,7.390860080718994
1767618358.4244359,37344,7.411694049835205
1767618359.0962481,37536,7.411340713500977
1767618359.453729,37632,7.436355113983154
1767618359.7945845,37728,7.454533100128174
1767618360.1316411,37824,7.482515811920166
1767618363.2330391,38688,7.513086795806885
1767618363.5728445,38784,7.50314474105835
1767618365.3280222,39264,7.585669040679932
1767618367.733014,39936,7.695010662078857
1767618370.0062964,40032,7.712184429168701
1767618371.3983283,40416,7.698608875274658
1767618371.7327418,40512,7.717971324920654
1767618372.0820308,40608,7.741119861602783
1767618372.7708492,40800,7.782440185546875
1767618373.4718974,40992,7.802746772766113
1767618374.8499265,41376,7.793828010559082
1767618377.926408,42240,7.773323059082031
1767618378.26514,42336,7.755144119262695
1767618378.602563,42432,7.748619079589844
1767618378.9408865,42528,7.743895530700684
1767618379.976497,42816,7.7642974853515625
1767618380.9945786,43104,7.781495571136475
1767618382.0288186,43392,7.783354759216309
1767618384.4266732,44064,7.7730488777160645
1767618384.7639294,44160,7.7902302742004395
1767618385.1031475,44256,7.798409461975098
1767618385.4435701,44352,7.7879438400268555
1767618386.1264787,44544,7.801669120788574
1767618386.4704885,44640,7.81347131729126
1767618387.4854696,44928,7.870155334472656
1767618389.1004906,45024,7.891452789306641
1767618389.4445174,45120,7.91232967376709
1767618390.1355748,45312,7.8956074714660645
1767618390.8496175,45504,7.887472629547119
1767618391.1904013,45600,7.883095741271973
1767618392.5940316,45984,7.888545036315918
1767618394.9646177,46656,8.044787406921387
1767618395.9847903,46944,8.16419506072998
1767618396.3228347,47040,8.176322937011719
1767618396.9955635,47232,8.17904281616211
1767618397.6670718,47424,8.202619552612305
1767618398.6802921,47712,8.295488357543945
1767618402.4496517,48768,8.437606811523438
1767618403.4760606,49056,8.443103790283203
1767618403.8111129,49152,8.444595336914062
1767618404.1563454,49248,8.415696144104004
1767618404.8332064,49440,8.42187786102295
1767618405.5073936,49632,8.43729305267334
1767618405.8451636,49728,8.431900978088379
1767618406.517272,49920,8.441082954406738
1767618409.4328196,50400,8.441338539123535
1767618409.7790132,50496,8.427427291870117
1767618411.8682575,51072,8.486895561218262
1767618412.5650322,51264,8.58016586303711
1767618412.913301,51360,8.579512596130371
1767618413.2717083,51456,8.613340377807617
1767618413.6175709,51552,8.638736724853516
1767618413.9553328,51648,8.670151710510254
1767618414.3054702,51744,8.691643714904785
1767618414.6408153,51840,8.690947532653809
1767618414.9833658,51936,8.70721435546875
1767618415.3215992,52032,8.691174507141113
1767618415.6642454,52128,8.700578689575195
1767618416.3446956,52320,8.742166519165039
1767618417.3735378,52608,8.782942771911621
1767618417.7110012,52704,8.79365348815918
1767618418.0511203,52800,8.81629467010498
1767618418.7316034,52992,8.842547416687012
1767618420.1072292,53376,8.86888313293457
1767618420.8137617,53568,8.874286651611328
1767618421.4998033,53760,8.900168418884277
1767618422.8617709,54144,8.935904502868652
1767618423.2011206,54240,8.959630966186523
1767618423.5384846,54336,8.988012313842773
1767618424.205205,54528,9.015447616577148
1767618424.8818002,54720,9.018001556396484
1767618425.5521107,54912,9.053661346435547
1767618427.5380578,55104,9.102471351623535
1767618427.8814452,55200,9.106979370117188
1767618428.9102578,55488,9.157637596130371
1767618429.5917332,55680,9.177358627319336
1767618429.930659,55776,9.193346977233887
1767618430.2716048,55872,9.20453929901123
1767618430.6175957,55968,9.207599639892578
1767618430.950278,56064,9.191576957702637
1767618431.292031,56160,9.218910217285156
1767618431.986243,56352,9.255731582641602
1767618432.3274155,56448,9.277350425720215
1767618434.0198977,56928,9.286100387573242
1767618434.3619308,57024,9.312427520751953
1767618435.0410197,57216,9.325681686401367
1767618435.3754833,57312,9.314057350158691
1767618435.712376,57408,9.307558059692383
1767618436.7136204,57696,9.345415115356445
1767618437.3938718,57888,9.381434440612793
1767618438.0681674,58080,9.405234336853027
1767618438.748638,58272,9.434187889099121
1767618439.4168937,58464,9.448452949523926
1767618440.102857,58656,9.460992813110352
1767618440.4404352,58752,9.479011535644531
1767618440.783001,58848,9.500330924987793
1767618441.7953622,59136,9.541797637939453
1767618443.1818874,59520,9.61567497253418
1767618443.5279334,59616,9.627137184143066
1767618444.2246141,59808,9.665878295898438
1767618446.919443,60096,9.681183815002441
1767618448.262682,60480,9.709839820861816
1767618449.9621203,60960,9.75487232208252
1767618452.331393,61632,9.829666137695312
1767618452.6645846,61728,9.830660820007324
1767618453.363887,61920,9.858489036560059
1767618453.6987317,62016,9.870863914489746
1767618454.035419,62112,9.891561508178711
1767618454.368292,62208,9.909589767456055
1767618454.6974182,62304,9.912227630615234
1767618455.0365083,62400,9.923152923583984
1767618455.7276876,62592,9.975181579589844
1767618456.067081,62688,9.969832420349121
1767618457.4264848,63072,10.044538497924805
1767618457.7697444,63168,10.053049087524414
1767618459.140569,63552,10.0862398147583
1767618460.1818762,63840,10.096405982971191
1767618460.8543534,64032,10.094095230102539
1767618461.1990519,64128,10.10338306427002
1767618461.5375957,64224,10.12497615814209
1767618462.5667343,64512,10.180174827575684
1767618462.9149532,64608,10.179067611694336
1767618463.257946,64704,10.200721740722656
1767618463.6231947,64800,10.229177474975586
1767618463.9613478,64896,10.236330032348633
1767618465.8366563,65088,10.257049560546875
1767618466.1770234,65184,10.279510498046875
1767618466.5125039,65280,10.28919792175293
1767618467.2010295,65472,10.29732894897461
1767618467.5471032,65568,10.303986549377441
1767618467.8917255,65664,10.3076171875
1767618468.235327,65760,10.320649147033691
1767618468.6171713,65856,10.348551750183105
1767618468.9533966,65952,10.36253547668457
1767618469.6396194,66144,10.396443367004395
1767618469.9815767,66240,10.397993087768555
1767618472.4078863,66912,10.466665267944336
1767618473.456771,67200,10.478716850280762
1767618473.8076215,67296,10.490602493286133
1767618474.1560736,67392,10.503045082092285
1767618474.853718,67584,10.527409553527832
1767618475.54787,67776,10.542924880981445
1767618475.8915389,67872,10.55206298828125
1767618476.5775285,68064,10.571084976196289
1767618477.266777,68256,10.59345531463623
1767618478.6288302,68640,10.631019592285156
1767618480.2226965,69024,10.66130542755127
1767618480.6714492,69120,10.667369842529297
1767618481.5669992,69312,10.728798866271973
1767618482.0092468,69408,10.741988182067871
1767618482.4458005,69504,10.767327308654785
1767618482.8788178,69600,10.784977912902832
1767618483.3177507,69696,10.80370044708252
1767618486.4624152,70080,10.807700157165527
1767618486.915477,70176,10.815338134765625
1767618489.5430112,70752,10.829361915588379
1767618490.387265,70944,10.860305786132812
1767618490.8212428,71040,10.875629425048828
1767618491.2983522,71136,10.873712539672852
1767618491.7121942,71232,10.87885570526123
1767618492.524865,71424,10.91172981262207
1767618493.7496307,71712,10.910076141357422
1767618494.136965,71808,10.908892631530762
1767618495.3556805,72096,10.915371894836426
1767618495.7444553,72192,10.930441856384277
1767618496.1526492,72288,10.927352905273438
1767618496.992844,72480,10.949575424194336
1767618497.8168032,72672,10.98216438293457
1767618498.9564035,72960,10.989925384521484
1767618500.2823455,73248,11.005685806274414
1767618501.5367813,73536,11.008184432983398
1767618501.915541,73632,11.021227836608887
1767618502.4179027,73728,11.028815269470215
1767618503.294909,73920,11.02869701385498
1767618503.7005835,74016,11.029500007629395
1767618504.0865264,74112,11.030407905578613
1767618505.0443919,74304,11.045796394348145
1767618505.4265375,74400,11.05378246307373
1767618505.858568,74496,11.057160377502441
1767618507.9613643,74976,11.075806617736816
1767618510.720174,75360,11.077856063842773
1767618511.1363416,75456,11.07882022857666
1767618511.9534338,75648,11.079294204711914
1767618512.7829163,75840,11.092412948608398
1767618513.637083,76032,11.104822158813477
1767618514.0352829,76128,11.115615844726562
1767618514.4922595,76224,11.114431381225586
1767618514.8663173,76320,11.117194175720215
1767618515.2790124,76416,11.124123573303223
1767618515.6662266,76512,11.133776664733887
1767618516.4785078,76704,11.135912895202637
1767618517.2522151,76896,11.157966613769531
1767618518.1373537,77088,11.186498641967773
1767618519.3856149,77376,11.215070724487305
1767618520.2513497,77568,11.234161376953125
1767618520.669211,77664,11.243980407714844
1767618521.0836394,77760,11.251904487609863
1767618522.7694976,78144,11.300142288208008
1767618523.6510425,78336,11.317557334899902
1767618524.0327969,78432,11.323400497436523
1767618524.8142607,78624,11.340559959411621
1767618525.9819405,78912,11.356539726257324
1767618527.6048853,79296,11.382667541503906
1767618528.8369784,79584,11.393271446228027
1767618530.1290107,79872,11.412025451660156
1767618530.5806217,79968,11.41672134399414
1767618533.2388663,80160,11.432968139648438
1767618534.1135113,80352,11.44657039642334
1767618534.997213,80544,11.460930824279785
1767618536.9141953,81024,11.490220069885254
1767618537.7572734,81216,11.491463661193848
1767618538.1779852,81312,11.498985290527344
1767618538.559835,81408,11.497279167175293
1767618538.9530659,81504,11.498139381408691
1767618540.1586797,81792,11.506860733032227
1767618542.8084433,82368,11.527764320373535
1767618543.639188,82560,11.527539253234863
1767618544.0417874,82656,11.527527809143066
1767618544.4393008,82752,11.527429580688477
1767618544.8268092,82848,11.530441284179688
1767618545.257555,82944,11.535167694091797
1767618546.9876096,83328,11.548933029174805
1767618547.9029706,83520,11.560577392578125
1767618548.326498,83616,11.564016342163086
1767618550.013721,84000,11.581852912902832
1767618550.4616737,84096,11.591439247131348
1767618550.9179559,84192,11.600872993469238
1767618551.2917225,84288,11.607417106628418
1767618552.139489,84480,11.615681648254395
1767618552.540044,84576,11.614775657653809
1767618552.9926353,84672,11.615138053894043
1767618553.4582279,84768,11.6148042678833
1767618554.3593206,84960,11.622057914733887
1767618556.9021468,85248,11.628016471862793
1767618557.7484052,85440,11.627253532409668
1767618558.174375,85536,11.627766609191895
1767618559.0825431,85728,11.626899719238281
1767618559.513813,85824,11.624917030334473
1767618560.8468597,86112,11.621084213256836
1767618562.0465014,86400,11.619194030761719
1767618562.489313,86496,11.618532180786133
1767618565.3966296,87168,11.57964038848877
1767618565.84245,87264,11.574249267578125
1767618566.2510784,87360,11.567831039428711
1767618566.6601098,87456,11.559895515441895
1767618567.062637,87552,11.547587394714355
1767618567.4940147,87648,11.537778854370117
1767618567.8852878,87744,11.527698516845703
1767618568.6651607,87936,11.52489948272705
1767618569.0629866,88032,11.524481773376465
1767618569.445494,88128,11.52346420288086
1767618570.5629988,88416,11.511157035827637
1767618570.9200938,88512,11.513406753540039
1767618571.2701185,88608,11.508193016052246
1767618571.6247287,88704,11.503044128417969
1767618572.3153675,88896,11.49014663696289
1767618574.4481878,89472,11.495433807373047
1767618574.7919164,89568,11.502361297607422
1767618575.8299515,89856,11.533883094787598
1767618579.4947872,90528,11.596752166748047
1767618580.5851045,90816,11.611997604370117
1767618582.0640788,91200,11.653331756591797
1767618583.163925,91488,11.686089515686035
1767618583.5524058,91584,11.692920684814453
1767618583.9234793,91680,11.70149040222168
1767618584.6684694,91872,11.705321311950684
1767618585.0552585,91968,11.70921802520752
1767618585.4315064,92064,11.699028015136719
1767618586.52516,92352,11.647355079650879
1767618586.8972201,92448,11.631093978881836
1767618587.6299167,92640,11.595219612121582
1767618588.3651116,92832,11.558923721313477
1767618588.722905,92928,11.539470672607422
1767618589.4616358,93120,11.505289077758789
1767618590.235366,93312,11.469171524047852
1767618590.6236975,93408,11.449773788452148
1767618591.3772914,93600,11.406219482421875
1767618592.1075804,93792,11.350298881530762
1767618592.4783757,93888,11.322702407836914
1767618592.8472464,93984,11.307604789733887
1767618593.2307794,94080,11.288710594177246
1767618594.3895576,94368,11.225318908691406
1767618594.7406952,94464,11.211275100708008
1767618595.1236184,94560,11.199407577514648
1767618596.2347453,94848,11.203883171081543
1767618596.6403613,94944,11.21506404876709
1767618600.9946587,95712,11.345616340637207
1767618602.1292741,96000,11.420268058776855
1767618602.4819539,96096,11.452189445495605
1767618603.2484336,96288,11.514668464660645
1767618604.0402024,96480,11.559895515441895
1767618604.439187,96576,11.585427284240723
1767618605.5853035,96864,11.664334297180176
1767618605.9973273,96960,11.693426132202148
1767618606.7662811,97152,11.728174209594727
1767618607.1549213,97248,11.741313934326172
1767618607.5324545,97344,11.753944396972656
1767618607.9245925,97440,11.772578239440918
1767618609.0912142,97728,11.781370162963867
1767618612.2832997,98496,11.751656532287598
1767618613.0336628,98688,11.73353385925293
1767618613.7624443,98880,11.719232559204102
1767618614.5393775,99072,11.708434104919434
1767618614.928321,99168,11.69871711730957
1767618615.3358526,99264,11.690217971801758
1767618616.168447,99456,11.678997039794922
1767618616.947328,99648,11.675015449523926
1767618617.356544,99744,11.669196128845215
1767618617.7758803,99840,11.662938117980957
1767618620.8105385,100128,11.647113800048828
1767618621.2080655,100224,11.641154289245605
1767618621.6129386,100320,11.642352104187012
1767618623.6738987,100800,11.63012981414795
1767618624.5096288,100992,11.627016067504883
1767618624.9358842,101088,11.636058807373047
1767618626.1380792,101376,11.640233993530273
1767618626.9295523,101568,11.647873878479004
1767618629.2996633,102144,11.681886672973633
1767618629.6516566,102240,11.683878898620605
1767618630.395055,102432,11.691703796386719
1767618631.1560085,102624,11.703276634216309
1767618632.6014154,103008,11.721373558044434
1767618633.300786,103200,11.729211807250977
1767618634.0246127,103392,11.740686416625977
1767618634.7620451,103584,11.743053436279297
1767618635.476737,103776,11.75390338897705
1767618636.2260787,103968,11.756264686584473
1767618636.5967352,104064,11.757369995117188
1767618636.9658885,104160,11.76031494140625
1767618637.3318954,104256,11.759895324707031
1767618637.7779768,104352,11.765145301818848
1767618640.681682,104928,11.784584999084473
1767618642.571808,105024,11.787075996398926
1767618645.5380683,105600,11.793281555175781
1767618646.4913797,105792,11.7971773147583
1767618647.430916,105984,11.798662185668945
1767618647.916099,106080,11.802063941955566
1767618648.4253774,106176,11.802752494812012
1767618653.047349,107040,11.806269645690918
1767618654.1815012,107232,11.797155380249023
1767618655.6536877,107520,11.790356636047363
1767618657.16344,107808,11.780370712280273
1767618657.6641438,107904,11.780386924743652
1767618658.6562233,108096,11.773563385009766
1767618659.09802,108192,11.767642974853516
1767618659.583893,108288,11.766231536865234
1767618660.0596397,108384,11.759986877441406
1767618660.9338067,108576,11.751320838928223
1767618661.3851624,108672,11.749728202819824
1767618662.224741,108864,11.74169635772705
1767618662.643991,108960,11.73831844329834
1767618663.0805643,109056,11.732565879821777
1767618664.3205876,109344,11.715497016906738
1767618664.7575674,109440,11.711282730102539
1767618665.7054276,109632,11.718700408935547
1767618670.5556498,110400,11.70516586303711
1767618671.0561953,110496,11.70422649383545
1767618671.4717557,110592,11.70291805267334
1767618671.9060614,110688,11.699716567993164
1767618673.2032242,110976,11.694623947143555
1767618673.6599286,111072,11.688982963562012
1767618674.1335158,111168,11.690535545349121
1767618675.5123768,111456,11.688726425170898
1767618675.9747224,111552,11.69073486328125
1767618676.3944185,111648,11.692598342895508
1767618677.7719839,111936,11.681982040405273
1767618683.169377,113088,11.705080032348633
1767618684.5250292,113376,11.713193893432617
1767618685.4003427,113568,11.727788925170898
1767618685.9880185,113664,11.732149124145508
1767618686.9918618,113856,11.748351097106934
1767618687.409985,113952,11.75990104675293
1767618688.7262366,114240,11.7871732711792
1767618690.260864,114528,11.814912796020508
1767618690.759355,114624,11.819372177124023
1767618691.3415167,114720,11.824893951416016
1767618691.8459516,114816,11.835837364196777
1767618692.445518,114912,11.840174674987793
1767618694.4137962,115008,11.841548919677734
1767618694.9221797,115104,11.844712257385254
1767618695.4293566,115200,11.849287033081055
1767618696.3862164,115392,11.85019588470459
1767618697.5333521,115584,11.85373306274414
1767618698.053762,115680,11.858209609985352
1767618699.0993497,115872,11.857930183410645
1767618700.1155229,116064,11.860856056213379
1767618701.0911102,116256,11.854778289794922
1767618701.5406032,116352,11.844558715820312
1767618701.9822779,116448,11.838254928588867
1767618702.4451156,116544,11.842004776000977
1767618702.9578693,116640,11.834663391113281
1767618703.479528,116736,11.8399076461792
1767618707.9314728,117600,11.836813926696777
1767618708.3985984,117696,11.84430980682373
1767618709.2815964,117888,11.845746994018555
1767618709.745898,117984,11.857078552246094
1767618711.8316002,118368,11.889208793640137
1767618712.3597522,118464,11.88953685760498
1767618712.837358,118560,11.899643898010254
1767618713.8956163,118752,11.901422500610352
1767618715.4715664,119040,11.925333976745605
1767618716.863464,119328,11.919361114501953
1767618717.7521887,119520,11.935931205749512
1767618718.6076543,119712,11.95349407196045
1767618719.0274007,119808,11.958098411560059
1767618722.0270305,120000,11.977705001831055
1767618722.468545,120096,11.983443260192871
1767618723.6943064,120384,11.991385459899902
1767618724.0868738,120480,11.988430976867676
1767618724.519274,120576,11.990034103393555
1767618725.3906462,120768,11.990328788757324
1767618725.7963052,120864,11.981947898864746
1767618726.2469435,120960,11.974102973937988
1767618727.1536295,121152,11.980134010314941
1767618727.632225,121248,11.98054313659668
1767618728.1154304,121344,11.980802536010742
1767618728.582533,121440,11.978782653808594
1767618729.0887396,121536,11.980374336242676
1767618729.5725152,121632,11.98987102508545
1767618731.989288,122112,12.00845718383789
1767618732.4847426,122208,12.011396408081055
1767618733.4574585,122400,12.011905670166016
1767618735.3839185,122784,12.016274452209473
1767618735.915456,122880,12.021500587463379
1767618736.8371136,123072,12.018232345581055
1767618738.7373533,123456,12.030717849731445
1767618739.6914322,123648,12.020613670349121
1767618740.6192772,123840,12.012772560119629
1767618741.5021029,124032,12.005241394042969
1767618741.9255154,124128,12.001481056213379
1767618742.36448,124224,11.993033409118652
1767618742.774456,124320,11.986037254333496
1767618743.6753244,124512,11.970107078552246
1767618744.9114757,124800,11.949800491333008
1767618745.3329523,124896,11.937304496765137
1767618747.622289,125088,11.920098304748535
1767618748.097989,125184,11.90939712524414
1767618748.48107,125280,11.895864486694336
1767618749.300218,125472,11.87842845916748
1767618751.0221276,125856,11.862457275390625
1767618751.8840418,126048,11.866168975830078
1767618752.3274841,126144,11.866374969482422
1767618753.179849,126336,11.86648941040039
1767618753.5855672,126432,11.862068176269531
1767618754.7948937,126720,11.855021476745605
1767618755.2141888,126816,11.85489559173584
1767618757.2833214,127296,11.844520568847656
1767618757.701072,127392,11.843257904052734
1767618758.1119175,127488,11.83907699584961
1767618759.3810632,127776,11.849599838256836
1767618760.232381,127968,11.857930183410645
1767618760.6833587,128064,11.860487937927246
1767618761.1336253,128160,11.861095428466797
1767618761.5984783,128256,11.863089561462402
1767618762.05794,128352,11.862458229064941
1767618762.513317,128448,11.861922264099121
1767618763.8841872,128736,11.859546661376953
1767618765.3013031,129024,11.857449531555176
1767618766.299363,129216,11.856285095214844
1767618767.594581,129504,11.852821350097656
1767618768.001842,129600,11.857809066772461
1767618768.483186,129696,11.862374305725098
1767618768.8877528,129792,11.866847038269043
1767618771.9319298,130176,11.868756294250488
1767618773.6986845,130560,11.883844375610352
1767618774.5530863,130752,11.888689994812012
1767618774.99221,130848,11.895557403564453
1767618776.7222261,131232,11.903605461120605
1767618777.2269883,131328,11.91186237335205
1767618778.6412272,131616,11.928431510925293
1767618780.0091357,131904,11.940872192382812
1767618780.8858316,132096,11.946432113647461
1767618781.817002,132288,11.954509735107422
1767618782.2566996,132384,11.95113468170166
1767618782.7083402,132480,11.960688591003418
1767618784.0685434,132768,11.96274185180664
1767618784.9456139,132960,11.96133804321289
1767618785.379219,133056,11.960293769836426
1767618786.288543,133248,11.960589408874512
1767618786.7472167,133344,11.961343765258789
1767618787.186716,133440,11.963386535644531
1767618788.0646858,133632,11.967077255249023
1767618788.5085025,133728,11.965081214904785
1767618789.852433,134016,11.96424388885498
1767618792.096981,134496,11.963507652282715
1767618798.9548042,135648,11.952966690063477
1767618799.421122,135744,11.950199127197266
1767618799.863855,135840,11.945854187011719
1767618800.317199,135936,11.942991256713867
1767618802.0178123,136320,11.930584907531738
1767618803.3125896,136608,11.923492431640625
1767618803.768797,136704,11.917805671691895
1767618804.645207,136896,11.910696029663086
1767618805.0775905,136992,11.90606689453125
1767618805.5179596,137088,11.901190757751465
1767618805.949711,137184,11.896421432495117
1767618807.7141993,137568,11.898262023925781
1767618808.1391954,137664,11.898857116699219
1767618808.553242,137760,11.898301124572754
1767618809.4175413,137952,11.89285659790039
1767618809.8883014,138048,11.891926765441895
1767618810.2684107,138144,11.88919448852539
1767618811.11712,138336,11.895630836486816
1767618811.9978046,138528,11.895916938781738
1767618814.567695,139104,11.903238296508789
1767618815.3839347,139296,11.905791282653809
1767618817.4517493,139776,11.9014310836792
1767618817.877458,139872,11.90012264251709
1767618823.879527,140736,11.901226043701172
1767618824.329222,140832,11.900786399841309
1767618826.1258998,141216,11.889670372009277
1767618827.7924325,141600,11.884761810302734
1767618829.0403981,141888,11.881229400634766
1767618830.3344378,142176,11.876778602600098
1767618830.7474356,142272,11.880217552185059
1767618831.172284,142368,11.881868362426758
1767618832.402156,142656,11.897016525268555
1767618832.8061583,142752,11.902359962463379
1767618834.0843208,143040,11.913554191589355
1767618835.0005915,143232,11.92286491394043
1767618835.4495866,143328,11.931550025939941
1767618835.9109092,143424,11.936135292053223
1767618839.1657443,144096,11.937017440795898
1767618839.6288037,144192,11.946793556213379
1767618840.0838451,144288,11.958036422729492
1767618840.519336,144384,11.966078758239746
1767618841.4280193,144576,11.989171981811523
